epoch,client_0_accuracy,client_0_loss,client_1_accuracy,client_1_loss,client_2_accuracy,client_2_loss,client_3_accuracy,client_3_loss,client_4_accuracy,client_4_loss,client_5_accuracy,client_5_loss,client_6_accuracy,client_6_loss,client_7_accuracy,client_7_loss,avg_accuracy,avg_loss
66,0.7269,1.5457402515411376,0.7428,1.4330691337585448,0.7222,1.574654690361023,0.7345,1.4432032788276672,0.7195,1.565763296508789,0.7594,1.2527781644821168,0.7535,1.3507567324638368,0.73,1.4586616654157638,0.7361,1.45307840166986
67,0.7595,1.169865185070038,0.7438,1.3411516822814942,0.7125,1.6424815872192382,0.7219,1.7043586149692536,0.7046,1.9456619499206542,0.753,1.3405395332336425,0.7183,1.7322475687026977,0.7423,1.3776479721069337,0.7319875,1.5317442616879942
68,0.7547,1.3263124202728271,0.7361,1.5771728523254394,0.7367,1.4504582829475403,0.7289,1.505405525970459,0.748,1.4759269996643067,0.7255,1.5706634879112245,0.7263,1.5044998035430908,0.7239,1.6079949201583863,0.7350125000000001,1.5023042865991592
69,0.7537,1.3420403767585753,0.7241,1.534178631591797,0.7269,1.4913175800323486,0.7172,1.5576539855957032,0.7528,1.3441949243545532,0.7611,1.293572106742859,0.7352,1.443509075164795,0.7351,1.4949577749252319,0.7382625,1.437678056895733
70,0.7701,1.1435327014923096,0.7074,1.6810045532226563,0.7344,1.493094054031372,0.7625,1.2321141991138458,0.7638,1.3884678234100343,0.7282,1.6415230386734008,0.7438,1.449228950691223,0.7318,1.5579848225593567,0.74275,1.4483687678992747
71,0.7712,1.234982130432129,0.7254,1.7653230960845947,0.7436,1.3224842170715332,0.7462,1.4459013130187988,0.7517,1.3632535633087157,0.7144,1.6948361919403077,0.756,1.4269270843029023,0.7355,1.4264284895896913,0.743,1.460017010718584
72,0.7326,1.6423106588363647,0.7403,1.3051743921279908,0.6919,1.8299277660369873,0.7446,1.4656283761978148,0.7595,1.3291593948364258,0.7485,1.324087884902954,0.7281,1.6091318251609803,0.727,1.5982068361282349,0.7340625000000001,1.5129533917784692
73,0.7551,1.4096084153175354,0.7183,1.623765777206421,0.7191,1.6891670719146727,0.7374,1.5374512537956238,0.7372,1.5476560785293578,0.7134,1.768963243484497,0.7543,1.4395986331939696,0.7647,1.2872495586395263,0.7374375,1.5379325040102003
74,0.7526,1.4440156315803527,0.753,1.2414920459747314,0.7411,1.4922623123168945,0.7272,1.7577603456497193,0.7401,1.555693232345581,0.769,1.1635307970046997,0.7524,1.4735706238269806,0.7582,1.4468984885215759,0.7492000000000001,1.446902934652567
75,0.6624,2.1496487371444704,0.7395,1.6373418453216553,0.7223,1.5129930852890014,0.7529,1.3797043280124663,0.7306,1.7022959213256836,0.7693,1.2792426097869873,0.7567,1.477703676223755,0.7438,1.4950073163986206,0.7346874999999999,1.57924218993783
76,0.7606,1.3322410053253173,0.7412,1.5621675003051758,0.7369,1.484295304775238,0.7309,1.498708688735962,0.7391,1.4741258903503418,0.7286,1.626825697517395,0.664,2.373951289176941,0.756,1.3603535472869872,0.7321624999999999,1.5890836154341699
77,0.7598,1.356375708770752,0.7456,1.3548776357650756,0.7396,1.5079640983581544,0.7264,1.6625089680671692,0.7624,1.3602345287322999,0.7699,1.262583542251587,0.7139,1.8968109516143798,0.7609,1.3447738958358764,0.7473125,1.4682661661744119
78,0.7515,1.3246941484451293,0.6743,2.32479859085083,0.7537,1.384379765701294,0.7358,1.5243006134033203,0.7793,1.2327817445755005,0.7449,1.5352580840110779,0.7495,1.434514405107498,0.7312,1.6700050861358642,0.740025,1.5538415547788142
79,0.7533,1.3347130233764648,0.7437,1.4909416385650636,0.758,1.346069334411621,0.7229,1.7644020709991455,0.7534,1.4856620927810669,0.7509,1.413392883872986,0.7458,1.5202139024734498,0.7191,1.7883834314346314,0.7433875,1.5179722972393037
80,0.7426,1.5134294290542603,0.7553,1.3576303176879883,0.7512,1.4201664876937867,0.7431,1.5570052841186524,0.7395,1.5300399034500123,0.7269,1.6639021339416504,0.7034,2.0648229316711424,0.722,1.6089044841766358,0.7355,1.589487621474266
81,0.7406,1.6181937633037566,0.7492,1.4500395645141602,0.7477,1.3557753528594971,0.7583,1.4671764308929442,0.7516,1.4211406723022462,0.7374,1.6019732152938844,0.7273,1.674545087623596,0.7399,1.467244570541382,0.744,1.5070110821664333
82,0.77,1.215692062574625,0.7546,1.5246447059631347,0.7338,1.5513117040634155,0.7569,1.4185749572277069,0.7143,2.095938436126709,0.7641,1.417392780303955,0.7279,1.825181568145752,0.7504,1.4362135423660278,0.7464999999999999,1.5606187195964156
83,0.7666,1.3394269989013672,0.7581,1.4326935192108154,0.754,1.4788277145385742,0.7095,1.8880026990890504,0.771,1.274821615600586,0.7523,1.4484929845809937,0.7351,1.5993918683052062,0.7707,1.2328365743637084,0.7521625,1.4618117468237877
84,0.7446,1.5357252851486205,0.7453,1.5427340925216675,0.738,1.5127976997375487,0.7214,1.8120340148925782,0.7573,1.3852812853813172,0.7426,1.5860883762359619,0.7575,1.467746438407898,0.7415,1.5782764286994935,0.743525,1.5525854526281357
85,0.7534,1.429104853630066,0.7413,1.4508269466400145,0.7444,1.526255047607422,0.7385,1.523108081626892,0.7368,1.6422797386169434,0.7566,1.3539165769577026,0.7524,1.4930349777221679,0.7466,1.592430046749115,0.74625,1.5013695336937904
86,0.7542,1.3777256582260131,0.7678,1.3259915106773377,0.7438,1.4688160274505615,0.7547,1.4906250818252564,0.7789,1.2518739799499512,0.7359,1.5654257354736327,0.7618,1.4196796292304992,0.7574,1.3719630626201629,0.7568125000000001,1.4090125856816766
87,0.7765,1.2832097457408904,0.7619,1.4183827550888062,0.6999,1.8978778425216676,0.7507,1.5234138374328614,0.7523,1.4664011528015137,0.7498,1.485170647239685,0.767,1.368537627029419,0.7353,1.6589356742858887,0.7491749999999999,1.5127411602675915
88,0.7424,1.6067977310419084,0.7452,1.7059458724975587,0.7401,1.5352447479248046,0.7448,1.5601618159294128,0.7664,1.4168437671661378,0.7087,1.8975899797439575,0.7588,1.423959022808075,0.7473,1.4468097944259644,0.7442124999999999,1.5741690914422273
89,0.7589,1.3926579837799071,0.7284,1.7531619937896727,0.7416,1.4728267457962037,0.7328,1.6584135730266572,0.7566,1.50439859790802,0.7529,1.5233795127868652,0.7368,1.7398354804039002,0.7513,1.3700413880825042,0.7449125000000001,1.5518394094467163
90,0.7679,1.4341408053398133,0.7429,1.6698263988494872,0.7328,1.6393821418762207,0.7441,1.4864629695415497,0.7497,1.6727400268554689,0.7427,1.5758256672859192,0.7448,1.496720937538147,0.7485,1.3577397464752197,0.746675,1.5416048367202282
91,0.7362,1.6508309223175048,0.761,1.3889215450286865,0.7374,1.6725544639587402,0.7657,1.3156069728851318,0.693,2.242338929748535,0.7415,1.6353515718460083,0.7474,1.685319868850708,0.7402,1.871234473991394,0.7403,1.6827698435783387
92,0.7261,1.8215804615020752,0.7546,1.5384280221939086,0.7444,1.5835956367492676,0.7678,1.398008068752289,0.7418,1.6375302728652954,0.7523,1.565671975326538,0.7652,1.362780860194564,0.762,1.4502207180023194,0.7517750000000001,1.5447270019482822
93,0.7355,1.6540316940307618,0.7348,1.6259855445861817,0.7442,1.6609303929328918,0.7579,1.4262083693504333,0.7608,1.3185161235809326,0.7096,1.8728251874923707,0.7263,1.790745869255066,0.752,1.452679898929596,0.7401375,1.600240385019779
