epoch,client_0_accuracy,client_0_loss,client_1_accuracy,client_1_loss,client_2_accuracy,client_2_loss,client_3_accuracy,client_3_loss,client_4_accuracy,client_4_loss,client_5_accuracy,client_5_loss,client_6_accuracy,client_6_loss,client_7_accuracy,client_7_loss,client_8_accuracy,client_8_loss,client_9_accuracy,client_9_loss,avg_accuracy,avg_loss
11,0.1028,2.267364247894287,0.1028,2.267364247894287,0.1028,2.267364247894287,0.1028,2.267364247894287,0.1028,2.267364247894287,0.1028,2.267364247894287,0.1028,2.267364247894287,0.1028,2.267364247894287,0.1028,2.267364247894287,0.1028,2.267364247894287,0.1028,2.2673642478942866
12,0.1028,2.3104948459625243,0.1028,2.3104948459625243,0.1028,2.3104948459625243,0.1028,2.3104948459625243,0.1028,2.3104948459625243,0.1028,2.3104948459625243,0.1028,2.3104948459625243,0.1028,2.3104948459625243,0.1028,2.3104948459625243,0.1028,2.3104948459625243,0.1028,2.3104948459625243
13,0.1028,2.2485237815856935,0.1028,2.2485237815856935,0.1028,2.2485237815856935,0.1028,2.2485237815856935,0.1028,2.2485237815856935,0.1028,2.2485237815856935,0.1028,2.2485237815856935,0.1028,2.2485237815856935,0.1028,2.2485237815856935,0.1028,2.2485237815856935,0.1028,2.2485237815856935
14,0.1903,2.151753699874878,0.1903,2.151753699874878,0.1903,2.151753699874878,0.1903,2.151753699874878,0.1903,2.151753699874878,0.1903,2.151753699874878,0.1903,2.151753699874878,0.1903,2.151753699874878,0.1903,2.151753699874878,0.1903,2.151753699874878,0.19029999999999997,2.151753699874878
15,0.2545,2.1408544971466066,0.2545,2.1408544971466066,0.2545,2.1408544971466066,0.2545,2.1408544971466066,0.2545,2.1408544971466066,0.2545,2.1408544971466066,0.2545,2.1408544971466066,0.2545,2.1408544971466066,0.2545,2.1408544971466066,0.2545,2.1408544971466066,0.25450000000000006,2.1408544971466066
16,0.2612,2.2240241260528566,0.2612,2.2240241260528566,0.2612,2.2240241260528566,0.2612,2.2240241260528566,0.2612,2.2240241260528566,0.2612,2.2240241260528566,0.2612,2.2240241260528566,0.2612,2.2240241260528566,0.2612,2.2240241260528566,0.2612,2.2240241260528566,0.2612,2.2240241260528566
17,0.3068,2.1862587333679198,0.3068,2.1862587333679198,0.3068,2.1862587333679198,0.3068,2.1862587333679198,0.3068,2.1862587333679198,0.3068,2.1862587333679198,0.3068,2.1862587333679198,0.3068,2.1862587333679198,0.3068,2.1862587333679198,0.3068,2.1862587333679198,0.3068,2.18625873336792
18,0.2779,2.198326146697998,0.2779,2.198326146697998,0.2779,2.198326146697998,0.2779,2.198326146697998,0.2779,2.198326146697998,0.2779,2.198326146697998,0.2779,2.198326146697998,0.2779,2.198326146697998,0.2779,2.198326146697998,0.2779,2.198326146697998,0.2778999999999999,2.198326146697998
19,0.3079,2.2749659934997557,0.3079,2.2749659934997557,0.3079,2.2749659934997557,0.3079,2.2749659934997557,0.3079,2.2749659934997557,0.3079,2.2749659934997557,0.3079,2.2749659934997557,0.3079,2.2749659934997557,0.3079,2.2749659934997557,0.3079,2.2749659934997557,0.3079,2.2749659934997557
20,0.3358,2.330411765289307,0.3358,2.330411765289307,0.3358,2.330411765289307,0.3358,2.330411765289307,0.3358,2.330411765289307,0.3358,2.330411765289307,0.3358,2.330411765289307,0.3358,2.330411765289307,0.3358,2.330411765289307,0.3358,2.330411765289307,0.3358,2.3304117652893064
21,0.3563,2.3966676528930666,0.3563,2.3966676528930666,0.3563,2.3966676528930666,0.3563,2.3966676528930666,0.3563,2.3966676528930666,0.3563,2.3966676528930666,0.3563,2.3966676528930666,0.3563,2.3966676528930666,0.3563,2.3966676528930666,0.3563,2.3966676528930666,0.3563,2.396667652893066
22,0.3731,2.5984723472595217,0.3731,2.5984723472595217,0.3731,2.5984723472595217,0.3731,2.5984723472595217,0.3731,2.5984723472595217,0.3731,2.5984723472595217,0.3731,2.5984723472595217,0.3731,2.5984723472595217,0.3731,2.5984723472595217,0.3731,2.5984723472595217,0.3731,2.598472347259522
23,0.3525,2.258107104873657,0.3525,2.258107104873657,0.3525,2.258107104873657,0.3525,2.258107104873657,0.3525,2.258107104873657,0.3525,2.258107104873657,0.3525,2.258107104873657,0.3525,2.258107104873657,0.3525,2.258107104873657,0.3525,2.258107104873657,0.3525,2.2581071048736576
24,0.3625,2.192628158569336,0.3625,2.192628158569336,0.3625,2.192628158569336,0.3625,2.192628158569336,0.3625,2.192628158569336,0.3625,2.192628158569336,0.3625,2.192628158569336,0.3625,2.192628158569336,0.3625,2.192628158569336,0.3625,2.192628158569336,0.36249999999999993,2.1926281585693355
25,0.3664,2.1827041481018066,0.3664,2.1827041481018066,0.3664,2.1827041481018066,0.3664,2.1827041481018066,0.3664,2.1827041481018066,0.3664,2.1827041481018066,0.3664,2.1827041481018066,0.3664,2.1827041481018066,0.3664,2.1827041481018066,0.3664,2.1827041481018066,0.3664,2.1827041481018066
26,0.3972,2.166241160202026,0.3972,2.166241160202026,0.3972,2.166241160202026,0.3972,2.166241160202026,0.3972,2.166241160202026,0.3972,2.166241160202026,0.3972,2.166241160202026,0.3972,2.166241160202026,0.3972,2.166241160202026,0.3972,2.166241160202026,0.39719999999999994,2.166241160202026
27,0.4372,2.2896458660125734,0.4372,2.2896458660125734,0.4372,2.2896458660125734,0.4372,2.2896458660125734,0.4372,2.2896458660125734,0.4372,2.2896458660125734,0.4372,2.2896458660125734,0.4372,2.2896458660125734,0.4372,2.2896458660125734,0.4372,2.2896458660125734,0.4372,2.2896458660125734
28,0.4464,2.3217590560913086,0.4464,2.3217590560913086,0.4464,2.3217590560913086,0.4464,2.3217590560913086,0.4464,2.3217590560913086,0.4464,2.3217590560913086,0.4464,2.3217590560913086,0.4464,2.3217590560913086,0.4464,2.3217590560913086,0.4464,2.3217590560913086,0.44639999999999996,2.3217590560913086
29,0.4408,2.4668518367767334,0.4408,2.4668518367767334,0.4408,2.4668518367767334,0.4408,2.4668518367767334,0.4408,2.4668518367767334,0.4408,2.4668518367767334,0.4408,2.4668518367767334,0.4408,2.4668518367767334,0.4408,2.4668518367767334,0.4408,2.4668518367767334,0.4408,2.4668518367767334
30,0.4584,2.5260726547241212,0.4584,2.5260726547241212,0.4584,2.5260726547241212,0.4584,2.5260726547241212,0.4584,2.5260726547241212,0.4584,2.5260726547241212,0.4584,2.5260726547241212,0.4584,2.5260726547241212,0.4584,2.5260726547241212,0.4584,2.5260726547241212,0.4584,2.5260726547241212
31,0.4964,2.429200072097778,0.4964,2.429200072097778,0.4964,2.429200072097778,0.4964,2.429200072097778,0.4964,2.429200072097778,0.4964,2.429200072097778,0.4964,2.429200072097778,0.4964,2.429200072097778,0.4964,2.429200072097778,0.4964,2.429200072097778,0.49640000000000006,2.429200072097778
32,0.4813,2.4229170082092284,0.4813,2.4229170082092284,0.4813,2.4229170082092284,0.4813,2.4229170082092284,0.4813,2.4229170082092284,0.4813,2.4229170082092284,0.4813,2.4229170082092284,0.4813,2.4229170082092284,0.4813,2.4229170082092284,0.4813,2.4229170082092284,0.48129999999999995,2.4229170082092284
33,0.4967,2.377299645996094,0.4967,2.377299645996094,0.4967,2.377299645996094,0.4967,2.377299645996094,0.4967,2.377299645996094,0.4967,2.377299645996094,0.4967,2.377299645996094,0.4967,2.377299645996094,0.4967,2.377299645996094,0.4967,2.377299645996094,0.4967,2.377299645996094
34,0.5158,2.2892363647460936,0.5158,2.2892363647460936,0.5158,2.2892363647460936,0.5158,2.2892363647460936,0.5158,2.2892363647460936,0.5158,2.2892363647460936,0.5158,2.2892363647460936,0.5158,2.2892363647460936,0.5158,2.2892363647460936,0.5158,2.2892363647460936,0.5158000000000001,2.289236364746094
35,0.4976,2.4513640506744383,0.4976,2.4513640506744383,0.4976,2.4513640506744383,0.4976,2.4513640506744383,0.4976,2.4513640506744383,0.4976,2.4513640506744383,0.4976,2.4513640506744383,0.4976,2.4513640506744383,0.4976,2.4513640506744383,0.4976,2.4513640506744383,0.4976,2.4513640506744383
36,0.5148,2.3884021713256836,0.5148,2.3884021713256836,0.5148,2.3884021713256836,0.5148,2.3884021713256836,0.5148,2.3884021713256836,0.5148,2.3884021713256836,0.5148,2.3884021713256836,0.5148,2.3884021713256836,0.5148,2.3884021713256836,0.5148,2.3884021713256836,0.5148,2.3884021713256836
37,0.5392,2.4812581687927246,0.5392,2.4812581687927246,0.5392,2.4812581687927246,0.5392,2.4812581687927246,0.5392,2.4812581687927246,0.5392,2.4812581687927246,0.5392,2.4812581687927246,0.5392,2.4812581687927246,0.5392,2.4812581687927246,0.5392,2.4812581687927246,0.5392,2.4812581687927246
38,0.55,2.4461448532104493,0.55,2.4461448532104493,0.55,2.4461448532104493,0.55,2.4461448532104493,0.55,2.4461448532104493,0.55,2.4461448532104493,0.55,2.4461448532104493,0.55,2.4461448532104493,0.55,2.4461448532104493,0.55,2.4461448532104493,0.55,2.4461448532104493
39,0.5528,2.4337696632385253,0.5528,2.4337696632385253,0.5528,2.4337696632385253,0.5528,2.4337696632385253,0.5528,2.4337696632385253,0.5528,2.4337696632385253,0.5528,2.4337696632385253,0.5528,2.4337696632385253,0.5528,2.4337696632385253,0.5528,2.4337696632385253,0.5527999999999998,2.4337696632385253
40,0.5455,2.4913722038269044,0.5455,2.4913722038269044,0.5455,2.4913722038269044,0.5455,2.4913722038269044,0.5455,2.4913722038269044,0.5455,2.4913722038269044,0.5455,2.4913722038269044,0.5455,2.4913722038269044,0.5455,2.4913722038269044,0.5455,2.4913722038269044,0.5454999999999999,2.491372203826905
41,0.549,2.4919741428375244,0.549,2.4919741428375244,0.549,2.4919741428375244,0.549,2.4919741428375244,0.549,2.4919741428375244,0.549,2.4919741428375244,0.549,2.4919741428375244,0.549,2.4919741428375244,0.549,2.4919741428375244,0.549,2.4919741428375244,0.5490000000000002,2.4919741428375244
42,0.5485,2.6140748077392577,0.5485,2.6140748077392577,0.5485,2.6140748077392577,0.5485,2.6140748077392577,0.5485,2.6140748077392577,0.5485,2.6140748077392577,0.5485,2.6140748077392577,0.5485,2.6140748077392577,0.5485,2.6140748077392577,0.5485,2.6140748077392577,0.5485,2.6140748077392577
43,0.5327,2.5883010040283203,0.5327,2.5883010040283203,0.5327,2.5883010040283203,0.5327,2.5883010040283203,0.5327,2.5883010040283203,0.5327,2.5883010040283203,0.5327,2.5883010040283203,0.5327,2.5883010040283203,0.5327,2.5883010040283203,0.5327,2.5883010040283203,0.5327,2.5883010040283203
44,0.5896,2.5833514854431154,0.5896,2.5833514854431154,0.5896,2.5833514854431154,0.5896,2.5833514854431154,0.5896,2.5833514854431154,0.5896,2.5833514854431154,0.5896,2.5833514854431154,0.5896,2.5833514854431154,0.5896,2.5833514854431154,0.5896,2.5833514854431154,0.5896,2.583351485443116
45,0.6195,2.398021685028076,0.6195,2.398021685028076,0.6195,2.398021685028076,0.6195,2.398021685028076,0.6195,2.398021685028076,0.6195,2.398021685028076,0.6195,2.398021685028076,0.6195,2.398021685028076,0.6195,2.398021685028076,0.6195,2.398021685028076,0.6195000000000002,2.398021685028076
46,0.6238,2.318979120635986,0.6238,2.318979120635986,0.6238,2.318979120635986,0.6238,2.318979120635986,0.6238,2.318979120635986,0.6238,2.318979120635986,0.6238,2.318979120635986,0.6238,2.318979120635986,0.6238,2.318979120635986,0.6238,2.318979120635986,0.6238,2.318979120635986
47,0.6371,2.3001394355773925,0.6371,2.3001394355773925,0.6371,2.3001394355773925,0.6371,2.3001394355773925,0.6371,2.3001394355773925,0.6371,2.3001394355773925,0.6371,2.3001394355773925,0.6371,2.3001394355773925,0.6371,2.3001394355773925,0.6371,2.3001394355773925,0.6371,2.3001394355773925
48,0.6437,2.29824375,0.6437,2.29824375,0.6437,2.29824375,0.6437,2.29824375,0.6437,2.29824375,0.6437,2.29824375,0.6437,2.29824375,0.6437,2.29824375,0.6437,2.29824375,0.6437,2.29824375,0.6437,2.29824375
49,0.6561,2.313810047149658,0.6561,2.313810047149658,0.6561,2.313810047149658,0.6561,2.313810047149658,0.6561,2.313810047149658,0.6561,2.313810047149658,0.6561,2.313810047149658,0.6561,2.313810047149658,0.6561,2.313810047149658,0.6561,2.313810047149658,0.6561000000000001,2.313810047149658
50,0.6582,2.37845993309021,0.6582,2.37845993309021,0.6582,2.37845993309021,0.6582,2.37845993309021,0.6582,2.37845993309021,0.6582,2.37845993309021,0.6582,2.37845993309021,0.6582,2.37845993309021,0.6582,2.37845993309021,0.6582,2.37845993309021,0.6582,2.37845993309021
