epoch,client_0_accuracy,client_0_loss,client_1_accuracy,client_1_loss,client_2_accuracy,client_2_loss,client_3_accuracy,client_3_loss,client_4_accuracy,client_4_loss,client_5_accuracy,client_5_loss,client_6_accuracy,client_6_loss,client_7_accuracy,client_7_loss,client_8_accuracy,client_8_loss,client_9_accuracy,client_9_loss,avg_accuracy,avg_loss
86,0.7953,2.6588209693908693,0.7953,2.6588209693908693,0.7953,2.6588209693908693,0.7953,2.6588209693908693,0.7953,2.6588209693908693,0.7953,2.6588209693908693,0.7953,2.6588209693908693,0.7953,2.6588209693908693,0.7953,2.6588209693908693,0.7953,2.6588209693908693,0.7953,2.6588209693908693
87,0.7966,2.683536784362793,0.7966,2.683536784362793,0.7966,2.683536784362793,0.7966,2.683536784362793,0.7966,2.683536784362793,0.7966,2.683536784362793,0.7966,2.683536784362793,0.7966,2.683536784362793,0.7966,2.683536784362793,0.7966,2.683536784362793,0.7966,2.683536784362793
88,0.7983,2.71023046875,0.7983,2.71023046875,0.7983,2.71023046875,0.7983,2.71023046875,0.7983,2.71023046875,0.7983,2.71023046875,0.7983,2.71023046875,0.7983,2.71023046875,0.7983,2.71023046875,0.7983,2.71023046875,0.7983,2.7102304687499994
89,0.7994,2.7323379764556885,0.7994,2.7323379764556885,0.7994,2.7323379764556885,0.7994,2.7323379764556885,0.7994,2.7323379764556885,0.7994,2.7323379764556885,0.7994,2.7323379764556885,0.7994,2.7323379764556885,0.7994,2.7323379764556885,0.7994,2.7323379764556885,0.7994000000000001,2.7323379764556885
90,0.8,2.759742250442505,0.8,2.759742250442505,0.8,2.759742250442505,0.8,2.759742250442505,0.8,2.759742250442505,0.8,2.759742250442505,0.8,2.759742250442505,0.8,2.759742250442505,0.8,2.759742250442505,0.8,2.759742250442505,0.8,2.7597422504425055
91,0.8,2.7882420776367187,0.8,2.7882420776367187,0.8,2.7882420776367187,0.8,2.7882420776367187,0.8,2.7882420776367187,0.8,2.7882420776367187,0.8,2.7882420776367187,0.8,2.7882420776367187,0.8,2.7882420776367187,0.8,2.7882420776367187,0.8,2.7882420776367183
92,0.8028,2.806341718673706,0.8028,2.806341718673706,0.8028,2.806341718673706,0.8028,2.806341718673706,0.8028,2.806341718673706,0.8028,2.806341718673706,0.8028,2.806341718673706,0.8028,2.806341718673706,0.8028,2.806341718673706,0.8028,2.806341718673706,0.8027999999999998,2.806341718673706
93,0.8021,2.8481648094177245,0.8021,2.8481648094177245,0.8021,2.8481648094177245,0.8021,2.8481648094177245,0.8021,2.8481648094177245,0.8021,2.8481648094177245,0.8021,2.8481648094177245,0.8021,2.8481648094177245,0.8021,2.8481648094177245,0.8021,2.8481648094177245,0.8021,2.8481648094177245
94,0.803,2.878781664276123,0.803,2.878781664276123,0.803,2.878781664276123,0.803,2.878781664276123,0.803,2.878781664276123,0.803,2.878781664276123,0.803,2.878781664276123,0.803,2.878781664276123,0.803,2.878781664276123,0.803,2.878781664276123,0.8030000000000002,2.878781664276123
95,0.8028,2.9228464740753175,0.8028,2.9228464740753175,0.8028,2.9228464740753175,0.8028,2.9228464740753175,0.8028,2.9228464740753175,0.8028,2.9228464740753175,0.8028,2.9228464740753175,0.8028,2.9228464740753175,0.8028,2.9228464740753175,0.8028,2.9228464740753175,0.8027999999999998,2.9228464740753175
96,0.8045,2.9358417739868163,0.8045,2.9358417739868163,0.8045,2.9358417739868163,0.8045,2.9358417739868163,0.8045,2.9358417739868163,0.8045,2.9358417739868163,0.8045,2.9358417739868163,0.8045,2.9358417739868163,0.8045,2.9358417739868163,0.8045,2.9358417739868163,0.8045,2.9358417739868163
97,0.8054,2.9678105407714845,0.8054,2.9678105407714845,0.8054,2.9678105407714845,0.8054,2.9678105407714845,0.8054,2.9678105407714845,0.8054,2.9678105407714845,0.8054,2.9678105407714845,0.8054,2.9678105407714845,0.8054,2.9678105407714845,0.8054,2.9678105407714845,0.8054,2.9678105407714845
98,0.8071,2.9987256340026853,0.8071,2.9987256340026853,0.8071,2.9987256340026853,0.8071,2.9987256340026853,0.8071,2.9987256340026853,0.8071,2.9987256340026853,0.8071,2.9987256340026853,0.8071,2.9987256340026853,0.8071,2.9987256340026853,0.8071,2.9987256340026853,0.8070999999999999,2.9987256340026853
99,0.8065,3.040641355895996,0.8065,3.040641355895996,0.8065,3.040641355895996,0.8065,3.040641355895996,0.8065,3.040641355895996,0.8065,3.040641355895996,0.8065,3.040641355895996,0.8065,3.040641355895996,0.8065,3.040641355895996,0.8065,3.040641355895996,0.8065,3.040641355895996
100,0.8089,3.0728452682495115,0.8089,3.0728452682495115,0.8089,3.0728452682495115,0.8089,3.0728452682495115,0.8089,3.0728452682495115,0.8089,3.0728452682495115,0.8089,3.0728452682495115,0.8089,3.0728452682495115,0.8089,3.0728452682495115,0.8089,3.0728452682495115,0.8088999999999998,3.0728452682495115
