epoch,client_0_accuracy,client_0_loss,client_1_accuracy,client_1_loss,client_2_accuracy,client_2_loss,client_3_accuracy,client_3_loss,client_4_accuracy,client_4_loss,client_5_accuracy,client_5_loss,client_6_accuracy,client_6_loss,client_7_accuracy,client_7_loss,client_8_accuracy,client_8_loss,client_9_accuracy,client_9_loss,avg_accuracy,avg_loss
23,0.876,0.508190622138977,0.9411,0.2477010403394699,0.892,0.47379771647453306,0.8389,0.824807018661499,0.9419,0.22895750393122435,0.8982,0.4509371579170227,0.8971,0.4484316952228546,0.9217,0.3509032362163067,0.8215,0.7825343296527862,0.9403,0.2613597202480771,0.8968700000000001,0.457762004080275
24,0.8736,0.5344219967842102,0.9412,0.24979137583374977,0.8962,0.45926795165538786,0.8411,0.8365526718139649,0.9443,0.22635462946370244,0.9045,0.4223639771461487,0.8981,0.4422017982959747,0.9134,0.3774412971138954,0.8214,0.8073423689842224,0.9407,0.2591834984896239,0.8974500000000001,0.46149215655808806
25,0.8691,0.5740750083923339,0.9406,0.2592629945755005,0.8935,0.48340554869174956,0.8425,0.8563209251403808,0.9441,0.22991968218497932,0.9049,0.4268600106716156,0.8932,0.47545201892852784,0.914,0.38862543647289277,0.8151,0.8377774218559265,0.9391,0.2750535568711348,0.8956099999999999,0.48067526037850417
26,0.871,0.571135578250885,0.9426,0.25574834889769554,0.8919,0.49596573810577393,0.8396,0.8423729419708252,0.9479,0.21592313518226147,0.9006,0.45699335384368894,0.8917,0.4931650494575501,0.9192,0.35685314874053004,0.8235,0.7918176106452942,0.9385,0.2777821639250964,0.89665,0.47577570690196014
27,0.8706,0.5762569606781006,0.9436,0.2516356483474374,0.8953,0.48722271285057067,0.8365,0.8845868841171265,0.9429,0.23533799838796257,0.9014,0.4613335994243622,0.8912,0.49968568730354307,0.925,0.3408692122936249,0.82,0.8190486395835876,0.9392,0.2783774754096288,0.89657,0.4834354818395944
28,0.8689,0.5963362560272217,0.9418,0.27097734724879263,0.8954,0.4966792134284973,0.8358,0.8963256059646606,0.9456,0.2322386902205646,0.9004,0.46331616706848144,0.8982,0.4751960901260376,0.9159,0.3938508578658104,0.8194,0.8282317402839661,0.9367,0.2916948214856442,0.89581,0.49448467897196774
29,0.8739,0.5809155141830444,0.9422,0.26834918976426125,0.8975,0.48029370019435885,0.8356,0.9140902154922486,0.9458,0.22953237325698136,0.8969,0.47652166242599486,0.8938,0.4972571735858917,0.9252,0.3437461485028267,0.8152,0.863431609249115,0.9379,0.2889342644759454,0.8963999999999999,0.4943071851130668
30,0.8748,0.5849888177871704,0.9435,0.26602880439758303,0.8922,0.5294343977928162,0.8362,0.9469242698669433,0.9443,0.243157012476027,0.9045,0.4546790665626526,0.8936,0.5035348812103272,0.9227,0.36039237264096735,0.818,0.8671373398303985,0.9379,0.29543169206639286,0.8967700000000001,0.5051708654631278
31,0.8677,0.6138658060073853,0.9442,0.26250510927438736,0.8883,0.5440839390397072,0.8369,0.9378478008270263,0.944,0.2423913945570588,0.9015,0.4663303475379944,0.8886,0.541065442943573,0.9216,0.3716163773626089,0.8173,0.8846441406726837,0.9365,0.29781227673285177,0.89466,0.5162162634955277
32,0.8629,0.6524345724105834,0.9447,0.2609597612768412,0.8925,0.519689889883995,0.836,0.9320414319992065,0.9472,0.2318358785767108,0.9048,0.4511024761199951,0.8956,0.5192192789077759,0.9223,0.3625273487329483,0.8215,0.8584720251560212,0.9381,0.3038804121230263,0.89656,0.5092163075187104
33,0.869,0.6303867683410644,0.9443,0.2655451441437006,0.8952,0.5085176709413528,0.8352,0.9503318794250488,0.9474,0.2318550256367773,0.9034,0.4704262240886688,0.8936,0.534699203634262,0.9232,0.3769705388605595,0.8232,0.849060600566864,0.9376,0.30507587714921686,0.89721,0.5122868932787515
34,0.8695,0.6308074655532837,0.9434,0.2723860827848315,0.8941,0.5280202050566674,0.8396,0.9569144063949585,0.9483,0.23445988815370947,0.9008,0.4827181005477905,0.8979,0.5115920364141464,0.9199,0.3845135312438011,0.8169,0.9001297615051269,0.9374,0.31001696263700723,0.89678,0.5211558440291324
35,0.8727,0.6166021354675293,0.9428,0.2745931479334831,0.892,0.5488822735309601,0.836,0.9658483757019043,0.9476,0.242372636311315,0.8977,0.5016424624919892,0.8969,0.5249459591388702,0.9218,0.38065182164311406,0.8218,0.8728114514827728,0.9363,0.3138279355543898,0.8965599999999998,0.5242178199256328
