epoch,client_0_accuracy,client_0_loss,client_1_accuracy,client_1_loss,client_2_accuracy,client_2_loss,client_3_accuracy,client_3_loss,client_4_accuracy,client_4_loss,client_5_accuracy,client_5_loss,client_6_accuracy,client_6_loss,client_7_accuracy,client_7_loss,client_8_accuracy,client_8_loss,client_9_accuracy,client_9_loss,avg_accuracy,avg_loss
26,0.7026,1.4709585117340087,0.9158,0.3622156981945038,0.7249,1.4291929195404052,0.8115,1.03557224445343,0.6226,1.9156780925750732,0.9366,0.2721943000167608,0.8844,0.4917234057068825,0.7791,1.1309340396881105,0.7888,1.019272877883911,0.8684,0.5668434516906738,0.8034699999999999,0.9694585541483759
27,0.6978,1.576150782775879,0.9082,0.4020454973936081,0.7232,1.5039322551727294,0.8136,1.044972455406189,0.6314,1.928822713661194,0.9347,0.27623191447556017,0.8825,0.5036411633253097,0.7826,1.097509342765808,0.793,1.0058292188644409,0.8496,0.652404897403717,0.80166,0.9991540241244437
28,0.6926,1.6292760374069213,0.9127,0.3805906114339829,0.7223,1.5130103240966797,0.8101,1.0410811049461364,0.6274,1.9377116527557372,0.9345,0.2866761814236641,0.886,0.5022586396455765,0.7797,1.157629859161377,0.7977,0.9933270906448364,0.8655,0.5934004438877105,0.80285,1.003496194540262
29,0.696,1.6180522537231445,0.9123,0.38545515874624253,0.7251,1.5316331285476685,0.8134,1.034600773525238,0.6381,1.8722084358215332,0.938,0.26941877099126577,0.8807,0.5372741138458252,0.7716,1.2476004160881042,0.7995,0.9838225856781005,0.8532,0.6477685940265655,0.8027899999999999,1.0127834230993686
30,0.6882,1.7158114683151244,0.9172,0.3609784130811691,0.7261,1.4988263507843018,0.8137,1.0392425422668456,0.6329,1.9391784463882447,0.9355,0.2858703800275922,0.8776,0.5646266962766647,0.7762,1.1586277262687683,0.8038,0.9778887390136719,0.8489,0.6883227575302124,0.8020099999999999,1.0229373519952596
31,0.6978,1.6959698198318482,0.9056,0.4235276539683342,0.7253,1.5488966361999512,0.8121,1.083045231628418,0.6305,1.9849844408035278,0.9355,0.2817533403366804,0.8884,0.5017803954362869,0.783,1.1198332755088807,0.8008,1.0058273589134217,0.8618,0.6342248616218567,0.8040799999999999,1.0279843014249206
32,0.6964,1.678241731262207,0.9043,0.44001423757076263,0.7224,1.5972989686965942,0.8121,1.0521092533111571,0.6307,1.942780292892456,0.9364,0.28363701395988467,0.8851,0.5294973148345947,0.7735,1.224955593585968,0.8028,1.0017385435104371,0.8528,0.6858061742782593,0.8016500000000001,1.043607912390232
33,0.6955,1.6931969032287597,0.9077,0.42952370579242705,0.7249,1.604187551689148,0.8117,1.066549877166748,0.6329,1.9838484327316284,0.9389,0.2744088448315859,0.8801,0.5595651637554169,0.7771,1.2077004876136779,0.7987,1.036641018295288,0.8551,0.6924978023529053,0.8022600000000001,1.0548119787457586
34,0.6925,1.7285999664306642,0.9067,0.44222692720890044,0.7233,1.6498917999267577,0.8113,1.07859583568573,0.6267,2.0719364929199218,0.9396,0.28640568047016857,0.8856,0.5161004218578339,0.781,1.2491646886825563,0.8004,1.01260357837677,0.8535,0.7093428194999695,0.80206,1.0744868211059273
35,0.6938,1.7320885223388671,0.9052,0.4490240078449249,0.7222,1.7089227127075195,0.8075,1.07643453874588,0.6332,2.0026880962371827,0.9361,0.29905067961104215,0.8791,0.5799693842411041,0.7767,1.2675261936187745,0.8063,1.0148369228363037,0.8607,0.6834394518375396,0.8020800000000001,1.081398051001914
36,0.6945,1.758667787361145,0.9062,0.4523982550621033,0.7258,1.6657943084716798,0.8103,1.1144855884552003,0.6341,2.061918635559082,0.9377,0.2907368067137897,0.889,0.5291566644906998,0.7819,1.2122214678764343,0.803,1.0602206963539123,0.8574,0.6953273908138276,0.80399,1.0840927601157875
37,0.6978,1.7577698127746582,0.9111,0.4266877385854721,0.7238,1.7044999229431153,0.81,1.1420825477600098,0.6275,2.098195463180542,0.936,0.31032070302143694,0.8818,0.5739453736305237,0.7854,1.1771577274322509,0.8053,1.0587336661338806,0.8436,0.7889905625820159,0.80223,1.1038383518043906
38,0.6998,1.7584982398986817,0.9065,0.46755182342529295,0.725,1.7161224088668823,0.8098,1.1545230217933655,0.6263,2.137117377471924,0.9337,0.3103915054962039,0.8798,0.5956484743595123,0.7798,1.2540621453285217,0.805,1.0676383535385132,0.8473,0.773420724105835,0.8013,1.1234974074284731
39,0.6963,1.7893867790222169,0.9113,0.4312015071392059,0.7254,1.7190504085540772,0.8117,1.1253679547309876,0.623,2.138933369445801,0.9389,0.29382691387459636,0.8811,0.5839257317066192,0.781,1.2872213493347169,0.8072,1.0712801574707032,0.8428,0.8117776529788971,0.8018700000000001,1.1251971824257823
40,0.6943,1.824605912399292,0.906,0.4532209650039673,0.7215,1.790534300994873,0.8111,1.1518350004196167,0.6204,2.18085043258667,0.9374,0.3055555710762739,0.8792,0.6099137352228164,0.78,1.2348910868644714,0.8044,1.0910317528724671,0.8617,0.6927869999408722,0.8016,1.133522575738132
41,0.689,1.8520198471069336,0.9135,0.4242115176200867,0.7251,1.7880736669540405,0.8068,1.1852577911376954,0.6222,2.235103335571289,0.9337,0.31749804691411554,0.8811,0.5866524065971375,0.7798,1.2437373775482177,0.8036,1.10718484249115,0.8554,0.7214457229614257,0.8010200000000001,1.146118455490209
42,0.7004,1.7851880769729613,0.9112,0.43747731841802595,0.724,1.8030661113739013,0.8024,1.2500603194236755,0.6171,2.280276204299927,0.9371,0.3113595485195518,0.8732,0.6292622572898865,0.7731,1.2886183416366577,0.8024,1.1290937741279603,0.851,0.7516285226345062,0.7991900000000001,1.1666030474697056
43,0.7025,1.794325397491455,0.9122,0.43125097240805627,0.7245,1.8038776630401612,0.8052,1.2140399368286132,0.6171,2.308249710083008,0.9366,0.3127875999622047,0.8804,0.5909847169399262,0.7782,1.2725412996292114,0.8054,1.1214946301460267,0.8556,0.7039209919452667,0.80177,1.1553472918473928
44,0.7056,1.7977047203063965,0.9133,0.44996387178897856,0.7247,1.8133611959457399,0.8096,1.2405495290756225,0.6178,2.3510078720092773,0.9395,0.30692796253189447,0.8743,0.6295749768257141,0.7783,1.286274443244934,0.8114,1.071578598690033,0.8582,0.7178828726768494,0.80327,1.166482604309544
45,0.7071,1.7971177234649658,0.9102,0.4562262759387493,0.7226,1.8129541515350343,0.811,1.238894303703308,0.6166,2.36501185836792,0.9383,0.3169817218482494,0.8748,0.639770789527893,0.7789,1.2793629434585572,0.8098,1.0875643513679505,0.8609,0.6965432897090912,0.8030200000000001,1.1690427408921718
46,0.6965,1.8455663131713866,0.9142,0.4267610799908638,0.7233,1.8062750785827637,0.8059,1.2677363674163817,0.6153,2.3285760627746583,0.9386,0.3026996387515217,0.8795,0.6229952061414719,0.7814,1.2621707710266112,0.8036,1.12339049243927,0.8541,0.7449424764633179,0.80124,1.1731113486758247
